Stock,Features,Volatility,Percent Return,Win Rate,Accuracy Test,Total Dict,Selected Features
AZUL4.SA,3,0.753508859202774,-33.78610522651667,27.27272727272727,0.2966101694915254,"{'-1.0': {'precision': 0.35714285714285715, 'recall': 0.05319148936170213, 'f1-score': 0.09259259259259259, 'support': 94.0}, '0.0': {'precision': 0.18032786885245902, 'recall': 0.1746031746031746, 'f1-score': 0.1774193548387097, 'support': 63.0}, '1.0': {'precision': 0.33540372670807456, 'recall': 0.6835443037974683, 'f1-score': 0.45, 'support': 79.0}, 'accuracy': 0.2966101694915254, 'macro avg': {'precision': 0.29095815090113025, 'recall': 0.30377965592078165, 'f1-score': 0.24000398247710075, 'support': 236.0}, 'weighted avg': {'precision': 0.3026651640638618, 'recall': 0.2966101694915254, 'f1-score': 0.23487764007856957, 'support': 236.0}}","['n_estimators', 'adx_period', 'mass_window_fast', 'mass_window_slow', 'dpo_window']"
AZUL4.SA,4,0.753508859202774,-8.065594775199878,33.33333333333333,0.3050847457627119,"{'-1.0': {'precision': 0.47368421052631576, 'recall': 0.09574468085106383, 'f1-score': 0.1592920353982301, 'support': 94.0}, '0.0': {'precision': 0.25, 'recall': 0.25396825396825395, 'f1-score': 0.25196850393700787, 'support': 63.0}, '1.0': {'precision': 0.30718954248366015, 'recall': 0.5949367088607594, 'f1-score': 0.4051724137931034, 'support': 79.0}, 'accuracy': 0.3050847457627119, 'macro avg': {'precision': 0.3436245843366586, 'recall': 0.3148832145600257, 'f1-score': 0.27214431770944714, 'support': 236.0}, 'weighted avg': {'precision': 0.35823851544780866, 'recall': 0.3050847457627119, 'f1-score': 0.2663393549369504, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'mass_window_fast', 'mass_window_slow', 'dpo_window']"
AZUL4.SA,5,0.753508859202774,-38.22470145416255,38.46153846153847,0.2754237288135593,"{'-1.0': {'precision': 0.4444444444444444, 'recall': 0.0851063829787234, 'f1-score': 0.14285714285714285, 'support': 94.0}, '0.0': {'precision': 0.1746031746031746, 'recall': 0.1746031746031746, 'f1-score': 0.1746031746031746, 'support': 63.0}, '1.0': {'precision': 0.2967741935483871, 'recall': 0.5822784810126582, 'f1-score': 0.39316239316239315, 'support': 79.0}, 'accuracy': 0.2754237288135593, 'macro avg': {'precision': 0.30527393753200205, 'recall': 0.28066267953151874, 'f1-score': 0.23687423687423684, 'support': 236.0}, 'weighted avg': {'precision': 0.3229785553733066, 'recall': 0.2754237288135593, 'f1-score': 0.23512034105254442, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'mass_window_fast', 'mass_window_slow', 'dpo_window']"
AZUL4.SA,6,0.753508859202774,-9.966203031921358,46.15384615384615,0.2838983050847458,"{'-1.0': {'precision': 0.47058823529411764, 'recall': 0.0851063829787234, 'f1-score': 0.14414414414414414, 'support': 94.0}, '0.0': {'precision': 0.20833333333333334, 'recall': 0.23809523809523808, 'f1-score': 0.2222222222222222, 'support': 63.0}, '1.0': {'precision': 0.29931972789115646, 'recall': 0.5569620253164557, 'f1-score': 0.3893805309734513, 'support': 79.0}, 'accuracy': 0.2838983050847458, 'macro avg': {'precision': 0.32608043217286914, 'recall': 0.29338788213013905, 'f1-score': 0.25191563244660586, 'support': 236.0}, 'weighted avg': {'precision': 0.34324810432647634, 'recall': 0.2838983050847458, 'f1-score': 0.24707886227310255, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow', 'dpo_window']"
AZUL4.SA,7,0.753508859202774,-10.746604559135484,46.42857142857143,0.3050847457627119,"{'-1.0': {'precision': 0.5, 'recall': 0.09574468085106383, 'f1-score': 0.16071428571428573, 'support': 94.0}, '0.0': {'precision': 0.21875, 'recall': 0.2222222222222222, 'f1-score': 0.2204724409448819, 'support': 63.0}, '1.0': {'precision': 0.3181818181818182, 'recall': 0.620253164556962, 'f1-score': 0.4206008583690987, 'support': 79.0}, 'accuracy': 0.3050847457627119, 'macro avg': {'precision': 0.3456439393939394, 'recall': 0.312740022543416, 'f1-score': 0.26726252834275543, 'support': 236.0}, 'weighted avg': {'precision': 0.3640576848998459, 'recall': 0.3050847457627119, 'f1-score': 0.26366260359249666, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']"
AZUL4.SA,8,0.753508859202774,-17.004202632331815,57.692307692307686,0.326271186440678,"{'-1.0': {'precision': 0.5185185185185185, 'recall': 0.14893617021276595, 'f1-score': 0.23140495867768596, 'support': 94.0}, '0.0': {'precision': 0.22807017543859648, 'recall': 0.20634920634920634, 'f1-score': 0.21666666666666667, 'support': 63.0}, '1.0': {'precision': 0.32894736842105265, 'recall': 0.6329113924050633, 'f1-score': 0.4329004329004329, 'support': 79.0}, 'accuracy': 0.326271186440678, 'macro avg': {'precision': 0.35851202079272254, 'recall': 0.3293989229890119, 'f1-score': 0.2936573527482618, 'support': 236.0}, 'weighted avg': {'precision': 0.37752544024845547, 'recall': 0.326271186440678, 'f1-score': 0.2949203403171046, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']"
AZUL4.SA,9,0.753508859202774,-6.522201811027517,55.00000000000001,0.3177966101694915,"{'-1.0': {'precision': 0.47058823529411764, 'recall': 0.0851063829787234, 'f1-score': 0.14414414414414414, 'support': 94.0}, '0.0': {'precision': 0.21153846153846154, 'recall': 0.1746031746031746, 'f1-score': 0.19130434782608696, 'support': 63.0}, '1.0': {'precision': 0.33532934131736525, 'recall': 0.7088607594936709, 'f1-score': 0.45528455284552843, 'support': 79.0}, 'accuracy': 0.3177966101694915, 'macro avg': {'precision': 0.33915201271664813, 'recall': 0.32285677235852295, 'f1-score': 0.26357768160525313, 'support': 236.0}, 'weighted avg': {'precision': 0.3561577760959407, 'recall': 0.3177966101694915, 'f1-score': 0.26088645397199056, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow', 'dpo_window']"
AZUL4.SA,10,0.753508859202774,-5.096691574859615,50.0,0.3050847457627119,"{'-1.0': {'precision': 0.6666666666666666, 'recall': 0.06382978723404255, 'f1-score': 0.11650485436893204, 'support': 94.0}, '0.0': {'precision': 0.23943661971830985, 'recall': 0.2698412698412698, 'f1-score': 0.2537313432835821, 'support': 63.0}, '1.0': {'precision': 0.3141025641025641, 'recall': 0.620253164556962, 'f1-score': 0.41702127659574467, 'support': 79.0}, 'accuracy': 0.3050847457627119, 'macro avg': {'precision': 0.40673528349584687, 'recall': 0.3179747405440914, 'f1-score': 0.2624191580827529, 'support': 236.0}, 'weighted avg': {'precision': 0.43459862827552015, 'recall': 0.3050847457627119, 'f1-score': 0.2537339482568183, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']"
AZUL4.SA,11,0.753508859202774,-20.636694819068964,40.909090909090914,0.3177966101694915,"{'-1.0': {'precision': 0.5454545454545454, 'recall': 0.06382978723404255, 'f1-score': 0.11428571428571428, 'support': 94.0}, '0.0': {'precision': 0.23809523809523808, 'recall': 0.23809523809523808, 'f1-score': 0.23809523809523808, 'support': 63.0}, '1.0': {'precision': 0.3333333333333333, 'recall': 0.6835443037974683, 'f1-score': 0.44813278008298757, 'support': 79.0}, 'accuracy': 0.3177966101694915, 'macro avg': {'precision': 0.3722943722943723, 'recall': 0.32848977637558296, 'f1-score': 0.2668379108213133, 'support': 236.0}, 'weighted avg': {'precision': 0.39239856189008726, 'recall': 0.3177966101694915, 'f1-score': 0.2590904524127676, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']"
AZUL4.SA,12,0.753508859202774,-29.617799309539805,33.33333333333333,0.3008474576271186,"{'-1.0': {'precision': 0.3333333333333333, 'recall': 0.031914893617021274, 'f1-score': 0.05825242718446602, 'support': 94.0}, '0.0': {'precision': 0.23880597014925373, 'recall': 0.25396825396825395, 'f1-score': 0.24615384615384617, 'support': 63.0}, '1.0': {'precision': 0.325, 'recall': 0.6582278481012658, 'f1-score': 0.4351464435146444, 'support': 79.0}, 'accuracy': 0.3008474576271186, 'macro avg': {'precision': 0.29904643449419566, 'recall': 0.314703665228847, 'f1-score': 0.24651757228431884, 'support': 236.0}, 'weighted avg': {'precision': 0.30530978581667934, 'recall': 0.3008474576271186, 'f1-score': 0.23457622669783484, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']"
AZUL4.SA,13,0.753508859202774,-32.06769311046599,50.0,0.2838983050847458,"{'-1.0': {'precision': 0.30434782608695654, 'recall': 0.07446808510638298, 'f1-score': 0.11965811965811966, 'support': 94.0}, '0.0': {'precision': 0.2, 'recall': 0.20634920634920634, 'f1-score': 0.203125, 'support': 63.0}, '1.0': {'precision': 0.31756756756756754, 'recall': 0.5949367088607594, 'f1-score': 0.41409691629955947, 'support': 79.0}, 'accuracy': 0.2838983050847458, 'macro avg': {'precision': 0.27397179788484133, 'recall': 0.2919180001054496, 'f1-score': 0.24562667865255972, 'support': 236.0}, 'weighted avg': {'precision': 0.2809175147881854, 'recall': 0.2838983050847458, 'f1-score': 0.24050167218444257, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']"
AZUL4.SA,14,0.753508859202774,-30.32529826450347,38.095238095238095,0.2796610169491525,"{'-1.0': {'precision': 0.38461538461538464, 'recall': 0.05319148936170213, 'f1-score': 0.09345794392523364, 'support': 94.0}, '0.0': {'precision': 0.21518987341772153, 'recall': 0.2698412698412698, 'f1-score': 0.23943661971830985, 'support': 63.0}, '1.0': {'precision': 0.3055555555555556, 'recall': 0.5569620253164557, 'f1-score': 0.39461883408071746, 'support': 79.0}, 'accuracy': 0.2796610169491525, 'macro avg': {'precision': 0.30178693786288724, 'recall': 0.2933315948398092, 'f1-score': 0.24250446590808697, 'support': 236.0}, 'weighted avg': {'precision': 0.31292244520360807, 'recall': 0.2796610169491525, 'f1-score': 0.2332391595915346, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']"
AZUL4.SA,15,0.753508859202774,-43.18189699516298,31.57894736842105,0.2923728813559322,"{'-1.0': {'precision': 0.4375, 'recall': 0.07446808510638298, 'f1-score': 0.12727272727272726, 'support': 94.0}, '0.0': {'precision': 0.19230769230769232, 'recall': 0.15873015873015872, 'f1-score': 0.17391304347826086, 'support': 63.0}, '1.0': {'precision': 0.30952380952380953, 'recall': 0.6582278481012658, 'f1-score': 0.42105263157894735, 'support': 79.0}, 'accuracy': 0.2923728813559322, 'macro avg': {'precision': 0.3131105006105006, 'recall': 0.2971420306459358, 'f1-score': 0.2407461341099785, 'support': 236.0}, 'weighted avg': {'precision': 0.3292066337617185, 'recall': 0.2923728813559322, 'f1-score': 0.23806489829450694, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']"
AZUL4.SA,16,0.753508859202774,61.68259549388891,70.0,0.3135593220338983,"{'-1.0': {'precision': 0.46153846153846156, 'recall': 0.06382978723404255, 'f1-score': 0.11214953271028037, 'support': 94.0}, '0.0': {'precision': 0.23728813559322035, 'recall': 0.2222222222222222, 'f1-score': 0.22950819672131148, 'support': 63.0}, '1.0': {'precision': 0.32926829268292684, 'recall': 0.6835443037974683, 'f1-score': 0.4444444444444444, 'support': 79.0}, 'accuracy': 0.3135593220338983, 'macro avg': {'precision': 0.34269829660486956, 'recall': 0.3231987710845777, 'f1-score': 0.2620340579586788, 'support': 236.0}, 'weighted avg': {'precision': 0.3573981485124555, 'recall': 0.3135593220338983, 'f1-score': 0.2547126422852546, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']"
AZUL4.SA,17,0.753508859202774,-18.999802418518083,47.82608695652174,0.2966101694915254,"{'-1.0': {'precision': 0.4, 'recall': 0.0425531914893617, 'f1-score': 0.07692307692307693, 'support': 94.0}, '0.0': {'precision': 0.22972972972972974, 'recall': 0.2698412698412698, 'f1-score': 0.24817518248175183, 'support': 63.0}, '1.0': {'precision': 0.3223684210526316, 'recall': 0.620253164556962, 'f1-score': 0.42424242424242425, 'support': 79.0}, 'accuracy': 0.2966101694915254, 'macro avg': {'precision': 0.3173660502607871, 'recall': 0.3108825419625312, 'f1-score': 0.24978022788241763, 'support': 236.0}, 'weighted avg': {'precision': 0.3285596535429274, 'recall': 0.2966101694915254, 'f1-score': 0.238902361196064, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']"
AZUL4.SA,18,0.753508859202774,-27.666794550895702,48.148148148148145,0.3432203389830508,"{'-1.0': {'precision': 0.4090909090909091, 'recall': 0.09574468085106383, 'f1-score': 0.15517241379310345, 'support': 94.0}, '0.0': {'precision': 0.3225806451612903, 'recall': 0.31746031746031744, 'f1-score': 0.32, 'support': 63.0}, '1.0': {'precision': 0.34210526315789475, 'recall': 0.6582278481012658, 'f1-score': 0.45021645021645024, 'support': 79.0}, 'accuracy': 0.3432203389830508, 'macro avg': {'precision': 0.3579256058033647, 'recall': 0.357144282137549, 'f1-score': 0.30846295466985124, 'support': 236.0}, 'weighted avg': {'precision': 0.36357390631008657, 'recall': 0.3432203389830508, 'f1-score': 0.2979377392527597, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']"
AZUL4.SA,19,0.753508859202774,-31.19879603672024,37.5,0.2669491525423729,"{'-1.0': {'precision': 0.3076923076923077, 'recall': 0.0425531914893617, 'f1-score': 0.07476635514018691, 'support': 94.0}, '0.0': {'precision': 0.2191780821917808, 'recall': 0.25396825396825395, 'f1-score': 0.23529411764705882, 'support': 63.0}, '1.0': {'precision': 0.2866666666666667, 'recall': 0.5443037974683544, 'f1-score': 0.37554585152838427, 'support': 79.0}, 'accuracy': 0.2669491525423729, 'macro avg': {'precision': 0.2711790188502517, 'recall': 0.2802750809753234, 'f1-score': 0.22853544143854335, 'support': 236.0}, 'weighted avg': {'precision': 0.2770252659653635, 'recall': 0.2669491525423729, 'f1-score': 0.21830376722747724, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']"
AZUL4.SA,20,0.753508859202774,-32.729895116043025,40.0,0.2838983050847458,"{'-1.0': {'precision': 0.45454545454545453, 'recall': 0.05319148936170213, 'f1-score': 0.09523809523809523, 'support': 94.0}, '0.0': {'precision': 0.19402985074626866, 'recall': 0.20634920634920634, 'f1-score': 0.2, 'support': 63.0}, '1.0': {'precision': 0.310126582278481, 'recall': 0.620253164556962, 'f1-score': 0.41350210970464135, 'support': 79.0}, 'accuracy': 0.2838983050847458, 'macro avg': {'precision': 0.3195672958567347, 'recall': 0.29326462008929016, 'f1-score': 0.2362467349809122, 'support': 236.0}, 'weighted avg': {'precision': 0.3366574293402019, 'recall': 0.2838983050847458, 'f1-score': 0.2297417271993543, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']"
AZUL4.SA,21,0.753508859202774,1.6408954658508081,54.166666666666664,0.3432203389830508,"{'-1.0': {'precision': 0.6666666666666666, 'recall': 0.10638297872340426, 'f1-score': 0.1834862385321101, 'support': 94.0}, '0.0': {'precision': 0.25925925925925924, 'recall': 0.2222222222222222, 'f1-score': 0.23931623931623933, 'support': 63.0}, '1.0': {'precision': 0.3413173652694611, 'recall': 0.7215189873417721, 'f1-score': 0.4634146341463415, 'support': 79.0}, 'accuracy': 0.3432203389830508, 'macro avg': {'precision': 0.4224144303984623, 'recall': 0.35004139609579954, 'f1-score': 0.2954057039982303, 'support': 236.0}, 'weighted avg': {'precision': 0.4490003044757942, 'recall': 0.3432203389830508, 'f1-score': 0.29209485422246784, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']"
AZUL4.SA,22,0.753508859202774,-16.296007335662814,45.45454545454545,0.3093220338983051,"{'-1.0': {'precision': 0.375, 'recall': 0.06382978723404255, 'f1-score': 0.10909090909090909, 'support': 94.0}, '0.0': {'precision': 0.19230769230769232, 'recall': 0.15873015873015872, 'f1-score': 0.17391304347826086, 'support': 63.0}, '1.0': {'precision': 0.3392857142857143, 'recall': 0.7215189873417721, 'f1-score': 0.46153846153846156, 'support': 79.0}, 'accuracy': 0.3093220338983051, 'macro avg': {'precision': 0.3021978021978022, 'recall': 0.3146929777686578, 'f1-score': 0.24818080470254386, 'support': 236.0}, 'weighted avg': {'precision': 0.31427523747439, 'recall': 0.3093220338983051, 'f1-score': 0.24437544769158626, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']"
AZUL4.SA,23,0.753508859202774,-15.320596899414085,39.130434782608695,0.3008474576271186,"{'-1.0': {'precision': 0.5, 'recall': 0.0851063829787234, 'f1-score': 0.14545454545454545, 'support': 94.0}, '0.0': {'precision': 0.21052631578947367, 'recall': 0.19047619047619047, 'f1-score': 0.2, 'support': 63.0}, '1.0': {'precision': 0.3128834355828221, 'recall': 0.6455696202531646, 'f1-score': 0.4214876033057851, 'support': 79.0}, 'accuracy': 0.3008474576271186, 'macro avg': {'precision': 0.3411365837907652, 'recall': 0.30705073123602616, 'f1-score': 0.2556473829201102, 'support': 236.0}, 'weighted avg': {'precision': 0.3600887682448296, 'recall': 0.3008474576271186, 'f1-score': 0.2524163048045945, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']"
AZUL4.SA,24,0.753508859202774,-33.46061113033293,51.724137931034484,0.3008474576271186,"{'-1.0': {'precision': 0.5833333333333334, 'recall': 0.07446808510638298, 'f1-score': 0.1320754716981132, 'support': 94.0}, '0.0': {'precision': 0.20588235294117646, 'recall': 0.2222222222222222, 'f1-score': 0.21374045801526717, 'support': 63.0}, '1.0': {'precision': 0.32051282051282054, 'recall': 0.6329113924050633, 'f1-score': 0.425531914893617, 'support': 79.0}, 'accuracy': 0.3008474576271186, 'macro avg': {'precision': 0.36990950226244346, 'recall': 0.3098672332445562, 'f1-score': 0.25711594820233247, 'support': 236.0}, 'weighted avg': {'precision': 0.3945950609709334, 'recall': 0.3008474576271186, 'f1-score': 0.2521091714880518, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']"
AZUL4.SA,25,0.753508859202774,26.130802780342126,58.82352941176471,0.3177966101694915,"{'-1.0': {'precision': 0.5, 'recall': 0.0851063829787234, 'f1-score': 0.14545454545454545, 'support': 94.0}, '0.0': {'precision': 0.22413793103448276, 'recall': 0.20634920634920634, 'f1-score': 0.21487603305785125, 'support': 63.0}, '1.0': {'precision': 0.3333333333333333, 'recall': 0.6835443037974683, 'f1-score': 0.44813278008298757, 'support': 79.0}, 'accuracy': 0.3177966101694915, 'macro avg': {'precision': 0.35249042145593873, 'recall': 0.3249999643751327, 'f1-score': 0.2694877861984614, 'support': 236.0}, 'weighted avg': {'precision': 0.3705678940190921, 'recall': 0.3177966101694915, 'f1-score': 0.2653068092454573, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']"
AZUL4.SA,26,0.753508859202774,-4.439900983047519,50.0,0.3389830508474576,"{'-1.0': {'precision': 0.7142857142857143, 'recall': 0.05319148936170213, 'f1-score': 0.09900990099009901, 'support': 94.0}, '0.0': {'precision': 0.2647058823529412, 'recall': 0.2857142857142857, 'f1-score': 0.2748091603053435, 'support': 63.0}, '1.0': {'precision': 0.35403726708074534, 'recall': 0.7215189873417721, 'f1-score': 0.475, 'support': 79.0}, 'accuracy': 0.3389830508474576, 'macro avg': {'precision': 0.44434295457313366, 'recall': 0.35347492080591997, 'f1-score': 0.28293968709848083, 'support': 236.0}, 'weighted avg': {'precision': 0.47367911792572587, 'recall': 0.3389830508474576, 'f1-score': 0.2718004567470591, 'support': 236.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']"
